,value,numBigOnes,aveNumExprEvaluated,aveNumSolutions,aveSolveTimeSec
573,243,2,26055.8,63.2,0.2500138759613037
574,243,3,26743.7,49.5,0.23800113201141357
575,243,4,28847.9,25.9,0.2806176900863647
576,244,1,17163.0,34.1,0.16775901317596437
577,244,2,19037.9,30.8,0.1825326681137085
578,244,3,27344.3,37.2,0.26205880641937257
579,244,4,28113.7,22.7,0.2690884113311768
580,245,1,15959.6,43.1,0.16875791549682617
581,245,2,21574.3,43.2,0.20654828548431398
582,245,3,28540.3,50.5,0.26740331649780275
583,245,4,29114.9,35.3,0.2782890796661377
584,246,1,16902.4,40.5,0.17964868545532225
585,246,2,22961.7,48.8,0.21854875087738038
586,246,3,23810.1,39.9,0.22492580413818358
587,246,4,29199.8,36.0,0.2740669250488281
588,247,1,16688.2,32.5,0.17402181625366211
589,247,2,25257.7,39.1,0.2382740020751953
590,247,3,30039.3,24.3,0.28455657958984376
591,247,4,28627.5,45.4,0.2753006458282471
592,248,1,19391.6,45.8,0.2291340112686157
593,248,2,22601.7,52.8,0.2189403295516968
594,248,3,24881.0,28.5,0.22948994636535644
595,248,4,31663.3,17.0,0.3116395711898804
596,249,1,16626.2,33.8,0.17396738529205322
597,249,2,23371.1,36.9,0.21790385246276855
598,249,3,29074.1,35.2,0.26886639595031736
599,249,4,27943.9,32.5,0.27768311500549314
600,250,1,19033.3,89.0,0.20256319046020507
601,250,2,21848.2,136.6,0.21813197135925294
602,250,3,25705.7,179.4,0.251524019241333
603,250,4,26953.7,205.1,0.2643217325210571
604,251,1,14605.9,38.3,0.15677597522735595
605,251,2,23486.9,53.2,0.23226380348205566
606,251,3,28899.4,30.5,0.2643172264099121
607,251,4,29853.5,29.3,0.2792874097824097
608,252,1,15614.7,77.7,0.17093117237091066
609,252,2,22697.9,68.3,0.22385172843933104
610,252,3,27724.0,49.5,0.253012490272522
611,252,4,28376.7,31.4,0.2628431558609009
612,253,1,15381.2,22.2,0.15151424407958985
613,253,2,21932.8,45.9,0.20785961151123047
614,253,3,28254.4,32.8,0.255106258392334
615,253,4,29965.4,49.2,0.27382402420043944
616,254,1,14056.2,25.6,0.1443411350250244
617,254,2,24549.5,40.7,0.22514631748199462
618,254,3,25391.7,28.0,0.23385460376739503
619,254,4,23988.1,38.9,0.2321995496749878
620,255,1,17062.2,42.2,0.16882479190826416
621,255,2,22992.6,56.5,0.2288442850112915
622,255,3,25815.8,31.6,0.2552103281021118
623,255,4,27735.6,35.5,0.272513747215271
624,256,1,18248.8,51.7,0.19335603713989258
625,256,2,24383.0,61.8,0.22958745956420898
626,256,3,26463.4,34.8,0.25213806629180907
627,256,4,29238.9,36.3,0.27421281337738035
628,257,1,16148.0,26.4,0.16161952018737794
629,257,2,23397.9,39.9,0.21380212306976318
630,257,3,30217.7,39.9,0.28184487819671633
631,257,4,29787.5,30.4,0.2728503465652466
632,258,1,13419.9,21.4,0.14602627754211425
633,258,2,18668.7,33.5,0.1852116107940674
634,258,3,25590.1,34.6,0.2482616662979126
635,258,4,28542.1,25.9,0.2701480627059937
636,259,1,18628.7,34.8,0.18685801029205323
637,259,2,20490.3,34.9,0.19334475994110106
638,259,3,24626.4,20.9,0.22621030807495118
639,259,4,29582.2,21.6,0.2725424528121948
640,260,1,15857.2,43.7,0.16326346397399902
641,260,2,22555.4,42.2,0.215088152885437
642,260,3,26650.9,41.1,0.24989640712738037
643,260,4,26512.2,24.7,0.25338294506073
644,261,1,16167.7,36.9,0.16351718902587892
645,261,2,24950.4,40.6,0.23743081092834473
646,261,3,29189.4,30.6,0.2627395153045654
647,261,4,29611.1,16.6,0.27858290672302244
648,262,1,14808.7,30.5,0.1520319700241089
649,262,2,22263.8,44.8,0.20687084197998046
650,262,3,28858.1,20.4,0.2609840393066406
651,262,4,29774.7,17.6,0.27336256504058837
652,263,1,15815.5,29.9,0.16253290176391602
653,263,2,23260.6,30.7,0.21097617149353026
654,263,3,26351.8,13.3,0.23901476860046386
655,263,4,28690.3,16.3,0.26926546096801757
656,264,1,16713.6,43.2,0.16876237392425536
657,264,2,19764.7,40.6,0.18916420936584472
658,264,3,27722.0,29.0,0.25826325416564944
659,264,4,29546.7,19.2,0.2809953451156616
660,265,1,15540.2,21.4,0.16663789749145508
661,265,2,17632.7,33.7,0.1829787015914917
662,265,3,27915.5,26.8,0.2703885555267334
663,265,4,30394.2,28.6,0.2856419324874878
664,266,1,16792.4,33.5,0.17228426933288574
665,266,2,24149.5,46.1,0.23472421169281005
666,266,3,24646.5,39.0,0.23223021030426025
667,266,4,28506.4,36.7,0.26904318332672117
668,267,1,13245.5,22.6,0.1388188123703003
669,267,2,25859.1,40.1,0.24629077911376954
670,267,3,30083.1,26.4,0.28114235401153564
671,267,4,28532.9,28.0,0.27440006732940675
672,268,1,15687.4,33.8,0.1672389268875122
673,268,2,23955.0,46.1,0.23410513401031494
674,268,3,27121.5,38.1,0.25123891830444334
675,268,4,26346.7,23.4,0.24953911304473878
676,269,1,13394.0,17.1,0.14426078796386718
677,269,2,25252.8,45.5,0.23875186443328858
678,269,3,31021.0,29.5,0.28353517055511473
679,269,4,29164.4,15.6,0.26723461151123046
680,270,1,14734.5,58.4,0.14829795360565184
681,270,2,23808.6,86.3,0.2202552318572998
682,270,3,27842.4,60.4,0.25670790672302246
683,270,4,28781.4,65.7,0.27268829345703127
684,271,1,18857.1,30.2,0.1907951831817627
685,271,2,20878.0,29.6,0.19058263301849365
686,271,3,28123.9,39.1,0.2523710012435913
687,271,4,28254.9,25.6,0.2617416620254517
688,272,1,16226.7,37.9,0.15978777408599854
689,272,2,18914.6,37.0,0.1787036895751953
690,272,3,28477.5,50.4,0.264852237701416
691,272,4,28479.0,32.2,0.26721882820129395
692,273,1,15991.1,35.0,0.16507465839385987
693,273,2,23599.2,45.4,0.2207411050796509
694,273,3,30133.6,52.0,0.27558395862579343
695,273,4,26883.7,27.2,0.2527153015136719
696,274,1,16184.9,26.8,0.1619476556777954
697,274,2,26908.0,44.0,0.24779317378997803
698,274,3,29160.1,30.2,0.26372063159942627
699,274,4,27067.1,43.8,0.26213898658752444
700,275,1,16109.8,42.1,0.16358461380004882
701,275,2,23613.4,71.6,0.2237182855606079
702,275,3,23321.0,121.9,0.21932196617126465
703,275,4,30111.1,149.7,0.27973337173461915
704,276,1,15368.1,28.9,0.15432004928588866
705,276,2,22688.8,50.6,0.21489121913909912
706,276,3,29313.4,39.5,0.2701723098754883
707,276,4,27663.9,29.2,0.2580158233642578
708,277,1,16764.5,23.4,0.17332031726837158
709,277,2,23776.2,32.2,0.2129777193069458
710,277,3,29865.2,46.4,0.2642870664596558
711,277,4,24055.1,18.1,0.22705459594726562
712,278,1,13865.9,19.8,0.14030897617340088
713,278,2,25097.1,47.3,0.22860076427459716
714,278,3,29088.0,34.2,0.2642597913742065
715,278,4,29685.4,22.4,0.26495966911315916
716,279,1,16951.7,41.0,0.1729388952255249
717,279,2,24468.2,46.9,0.2223501205444336
718,279,3,27062.5,32.6,0.2424546003341675
719,279,4,29200.5,29.8,0.26574342250823973
720,280,1,17924.5,65.1,0.18544178009033202
721,280,2,21320.5,57.2,0.20754613876342773
722,280,3,27719.4,49.7,0.2588788032531738
723,280,4,28390.3,47.2,0.26819872856140137
724,281,1,14447.3,19.5,0.15841498374938964
725,281,2,21898.2,44.1,0.2147308111190796
726,281,3,27885.0,23.7,0.25224716663360597
727,281,4,29135.8,35.3,0.2698158025741577
728,282,1,14454.4,32.9,0.15208940505981444
729,282,2,24392.4,33.6,0.22608954906463624
730,282,3,27754.6,39.3,0.2561227798461914
731,282,4,27997.7,27.4,0.2580617189407349
732,283,1,17696.3,29.2,0.17872018814086915
733,283,2,22340.6,31.3,0.2086958885192871
734,283,3,30385.2,33.5,0.27567894458770753
735,283,4,30090.4,37.9,0.26696004867553713
736,284,1,19307.3,37.3,0.1897428035736084
737,284,2,22462.5,50.0,0.21924929618835448
738,284,3,29442.3,38.4,0.26495976448059083
739,284,4,24476.2,23.2,0.22865147590637208
740,285,1,16533.0,42.2,0.1663374662399292
741,285,2,22752.7,36.2,0.21454830169677735
742,285,3,31439.5,40.8,0.28436405658721925
743,285,4,29640.1,17.4,0.2806896448135376
744,286,1,15701.2,27.0,0.16333677768707275
745,286,2,23569.4,44.6,0.2154484748840332
746,286,3,27354.5,27.0,0.2545573949813843
747,286,4,30000.8,13.0,0.3015117645263672
748,287,1,16573.1,48.1,0.17928974628448485
749,287,2,22192.4,36.9,0.2154050350189209
750,287,3,27695.4,16.4,0.25851495265960694
751,287,4,30947.1,12.5,0.28710227012634276
752,288,1,16550.7,79.7,0.16969776153564453
753,288,2,24339.1,50.9,0.22894270420074464
754,288,3,26295.6,44.8,0.24252376556396485
755,288,4,28760.1,32.0,0.2774526834487915
756,289,1,16299.0,29.8,0.1790083646774292
757,289,2,22230.8,26.2,0.2160705327987671
758,289,3,28168.8,20.4,0.2579124689102173
759,289,4,28717.6,11.8,0.2798243761062622
760,290,1,17837.1,49.9,0.1826772928237915
761,290,2,25129.5,45.2,0.24438009262084961
762,290,3,23947.1,21.1,0.2291128158569336
763,290,4,28751.1,27.9,0.27989764213562013
764,291,1,15586.7,33.6,0.16853153705596924
765,291,2,22036.2,30.6,0.21604430675506592
766,291,3,31028.5,32.2,0.2868833065032959
767,291,4,31171.9,31.8,0.290289568901062
768,292,1,15630.8,32.3,0.1583829402923584
769,292,2,23612.7,31.9,0.24361193180084229
770,292,3,28782.9,32.9,0.27591533660888673
771,292,4,29046.0,26.1,0.29216823577880857
772,293,1,16092.2,38.8,0.17259550094604492
773,293,2,21048.5,31.8,0.2059581995010376
774,293,3,30582.4,45.6,0.28908867835998536
775,293,4,27983.9,26.9,0.2732057571411133
776,294,1,17685.0,43.5,0.18471572399139405
777,294,2,25136.2,50.3,0.23328611850738526
778,294,3,28067.6,42.8,0.2644716501235962
779,294,4,29408.9,37.8,0.27954845428466796
780,295,1,16499.8,31.1,0.17633068561553955
781,295,2,26324.7,39.9,0.2561039447784424
782,295,3,27993.2,38.5,0.2650514364242554
783,295,4,27605.3,26.5,0.26511411666870116
784,296,1,16265.7,68.5,0.17621262073516847
785,296,2,22801.4,29.8,0.21900899410247804
786,296,3,26961.5,45.5,0.2690836191177368
787,296,4,29603.7,20.9,0.2827700138092041
788,297,1,13533.2,40.6,0.14186744689941405
789,297,2,26607.9,51.2,0.2532187461853027
790,297,3,28353.5,55.7,0.2713178634643555
791,297,4,27461.4,20.8,0.27733650207519533
792,298,1,15881.6,35.4,0.17290194034576417
793,298,2,25291.6,47.4,0.2469094514846802
794,298,3,26632.3,30.8,0.2606126546859741
795,298,4,27903.3,33.7,0.27638044357299807
796,299,1,14848.4,36.3,0.15402507781982422
797,299,2,21957.1,40.3,0.2197870969772339
798,299,3,28616.3,33.5,0.28616211414337156
799,299,4,28835.1,32.8,0.2864710569381714
800,300,1,17381.9,110.6,0.18419713973999025
801,300,2,23092.9,167.4,0.2201465129852295
802,300,3,28681.6,198.5,0.26029961109161376
803,300,4,27418.6,260.9,0.2605435371398926
804,301,1,14749.9,46.5,0.1527263641357422
805,301,2,22173.1,39.0,0.21536359786987305
806,301,3,24782.4,28.9,0.23722879886627196
807,301,4,26161.0,37.2,0.2736671924591064
808,302,1,15829.4,41.0,0.17083818912506105
809,302,2,24092.8,41.4,0.24254145622253417
810,302,3,28835.1,41.2,0.28474252223968505
811,302,4,29493.7,27.3,0.27475082874298096
812,303,1,16374.8,36.5,0.17144672870635985
813,303,2,22199.9,37.6,0.2083432197570801
814,303,3,25664.7,44.0,0.26238534450531004
815,303,4,28290.8,24.6,0.2892674684524536
816,304,1,15514.5,55.3,0.16464951038360595
817,304,2,22807.9,42.4,0.22563650608062744
818,304,3,29503.8,62.6,0.28016889095306396
819,304,4,30584.6,26.6,0.29497675895690917
820,305,1,17255.7,36.7,0.18800857067108154
821,305,2,22255.6,45.5,0.22704687118530273
822,305,3,31547.9,39.5,0.30815420150756834
823,305,4,28070.2,9.1,0.2813687324523926
824,306,1,15452.2,44.9,0.172051739692688
825,306,2,21725.9,37.6,0.2073225736618042
826,306,3,24621.7,42.7,0.24517292976379396
827,306,4,28702.1,27.0,0.27277700901031493
828,307,1,17128.1,27.6,0.18553564548492432
829,307,2,24318.9,34.4,0.23596501350402832
830,307,3,30145.6,29.3,0.28776681423187256
831,307,4,29012.3,20.2,0.26856293678283694
832,308,1,15435.0,50.1,0.16389083862304688
833,308,2,24624.1,55.9,0.23288469314575194
834,308,3,27967.9,45.8,0.25857903957366946
835,308,4,29450.2,26.0,0.28412415981292727
836,309,1,18117.9,35.7,0.2043299436569214
837,309,2,25310.7,29.2,0.26437225341796877
838,309,3,27342.8,34.4,0.25551772117614746
839,309,4,28689.8,20.6,0.2814936637878418
840,310,1,15974.7,36.9,0.1821214437484741
841,310,2,24745.8,45.0,0.2449800968170166
842,310,3,26100.7,27.7,0.2521096467971802
843,310,4,28119.0,15.0,0.28088161945343015
844,311,1,18809.6,27.1,0.19106457233428956
845,311,2,20383.6,28.0,0.21571533679962157
846,311,3,30700.4,32.8,0.29850771427154543
847,311,4,26996.1,11.0,0.27851219177246095
848,312,1,15054.0,54.9,0.15842819213867188
849,312,2,23948.5,47.5,0.2326719045639038
850,312,3,26523.1,26.4,0.27187912464141845
851,312,4,28068.2,15.4,0.290527868270874
852,313,1,17133.5,24.2,0.18540873527526855
853,313,2,25936.2,32.0,0.25359981060028075
854,313,3,30091.7,26.3,0.2780842542648315
855,313,4,28836.7,14.4,0.2757785558700562
856,314,1,16934.0,24.6,0.17821316719055175
857,314,2,21744.4,31.8,0.2097907543182373
858,314,3,27373.5,15.9,0.2593836307525635
859,314,4,28265.7,14.1,0.2683784008026123
860,315,1,17903.6,49.1,0.18455884456634522
861,315,2,20349.2,40.7,0.19242722988128663
862,315,3,26919.3,26.2,0.25733482837677
863,315,4,26875.3,6.8,0.25872890949249266
864,316,1,15622.4,24.6,0.1578434705734253
865,316,2,25806.5,44.9,0.24082882404327394
866,316,3,29330.7,30.5,0.26543445587158204
867,316,4,27310.6,22.7,0.2568925142288208
868,317,1,14944.6,21.9,0.15096969604492189
869,317,2,23912.9,31.7,0.2270495891571045
870,317,3,29249.8,40.7,0.2706193208694458
871,317,4,30778.4,19.3,0.2802591323852539
872,318,1,14456.1,22.0,0.1477113723754883
873,318,2,26523.4,34.8,0.24918832778930664
874,318,3,30849.9,40.2,0.27792198657989503
875,318,4,27554.1,24.5,0.2559664726257324
876,319,1,18179.6,37.0,0.17744131088256837
877,319,2,22397.0,22.7,0.20294628143310547
878,319,3,26846.6,34.5,0.24761710166931153
879,319,4,28200.3,16.6,0.26712610721588137
880,320,1,15736.6,39.4,0.16967201232910156
881,320,2,21656.0,45.5,0.21212525367736818
882,320,3,26492.1,23.0,0.24664807319641113
883,320,4,30535.5,35.9,0.28860769271850584
884,321,1,15647.6,30.2,0.16581127643585206
885,321,2,23229.4,36.1,0.21739070415496825
886,321,3,29538.9,31.6,0.2686219930648804
887,321,4,29969.6,25.0,0.27798736095428467
888,322,1,17398.9,29.7,0.19252798557281495
889,322,2,26015.6,39.9,0.25097455978393557
890,322,3,28844.2,27.4,0.2673933506011963
891,322,4,27502.3,26.1,0.2581936359405518
892,323,1,17486.9,25.3,0.1833601713180542
893,323,2,22784.6,43.7,0.2207237720489502
894,323,3,28767.8,33.3,0.2685344457626343
895,323,4,25743.7,27.9,0.26062195301055907
896,324,1,13916.4,58.8,0.14870765209197997
897,324,2,23725.0,57.5,0.22579491138458252
898,324,3,30011.6,42.1,0.277540397644043
899,324,4,29718.0,28.5,0.2715043783187866
900,325,1,15808.7,33.5,0.16309747695922852
901,325,2,21562.3,62.7,0.20684442520141602
902,325,3,24052.2,109.3,0.22680230140686036
903,325,4,30340.8,144.7,0.276859974861145
904,326,1,18847.2,29.0,0.18351387977600098
905,326,2,25858.5,39.3,0.23933331966400145
906,326,3,27978.9,30.7,0.25308587551116946
907,326,4,31283.6,8.7,0.2931370735168457
908,327,1,20575.9,29.8,0.19866952896118165
909,327,2,23295.3,29.5,0.23755378723144532
910,327,3,27290.9,26.9,0.25594542026519773
911,327,4,29454.9,18.8,0.27767195701599123
912,328,1,16519.0,29.4,0.16369471549987794
913,328,2,19384.3,36.1,0.19019613265991211
914,328,3,28536.8,35.3,0.25846679210662843
915,328,4,27564.5,25.5,0.2621676206588745
916,329,1,15350.2,27.6,0.16164653301239013
917,329,2,22443.2,35.2,0.2120668888092041
918,329,3,31492.4,43.1,0.28459768295288085
919,329,4,30165.4,14.0,0.28779494762420654
920,330,1,17271.6,52.3,0.17714591026306153
921,330,2,24232.7,44.9,0.23648285865783691
922,330,3,28621.0,55.6,0.2710632562637329
923,330,4,30928.4,37.5,0.28791117668151855
924,331,1,16422.9,21.3,0.16493456363677977
925,331,2,25791.2,39.6,0.24004933834075928
926,331,3,29243.4,21.5,0.26675436496734617
927,331,4,29310.8,15.3,0.27986698150634765
928,332,1,17008.3,30.5,0.18362343311309814
929,332,2,21221.3,27.4,0.21860203742980958
930,332,3,25894.1,22.6,0.2617162227630615
931,332,4,25914.8,12.6,0.27991385459899903
932,333,1,14890.4,28.4,0.16093089580535888
933,333,2,21058.4,39.0,0.22155470848083497
934,333,3,28177.4,36.3,0.26540360450744627
935,333,4,30247.4,10.2,0.3004171371459961
936,334,1,15760.3,19.1,0.17008750438690184
937,334,2,24595.1,25.8,0.2393880844116211
938,334,3,28945.9,33.3,0.2848935842514038
939,334,4,27537.0,28.9,0.2720374822616577
940,335,1,19756.6,37.3,0.2146552562713623
941,335,2,24922.7,43.1,0.2463778018951416
942,335,3,25406.3,20.5,0.2501001119613647
943,335,4,29984.0,21.6,0.294621205329895
944,336,1,14702.7,68.4,0.16172714233398439
945,336,2,23644.1,63.6,0.25946292877197263
946,336,3,28738.3,25.0,0.27334740161895754
947,336,4,27508.6,16.0,0.2662661075592041
948,337,1,17966.4,26.2,0.1881631851196289
949,337,2,19514.2,23.3,0.19421281814575195
950,337,3,28163.6,22.7,0.2585233449935913
951,337,4,30630.7,11.8,0.29216978549957273
952,338,1,16345.4,20.2,0.171066951751709
953,338,2,22292.4,27.4,0.211503267288208
954,338,3,27500.0,16.6,0.2598146915435791
955,338,4,29573.6,10.5,0.279731822013855
956,339,1,17144.1,15.8,0.18258967399597167
957,339,2,22789.4,28.2,0.22450673580169678
958,339,3,28950.8,21.5,0.27262852191925047
959,339,4,29664.6,5.7,0.28268723487854003
960,340,1,12880.4,31.3,0.14074163436889647
961,340,2,26288.2,55.0,0.25085556507110596
962,340,3,28540.7,28.4,0.28003454208374023
963,340,4,29471.3,18.2,0.2791538953781128
964,341,1,18216.7,31.1,0.18869397640228272
965,341,2,20518.1,28.1,0.20572254657745362
966,341,3,28129.9,9.1,0.27201166152954104
967,341,4,28190.9,17.4,0.26986422538757326
968,342,1,16974.8,39.1,0.17708284854888917
969,342,2,21649.6,41.1,0.21813750267028809
970,342,3,27565.4,28.8,0.2615063190460205
971,342,4,26119.6,21.6,0.24959816932678222
972,343,1,14515.0,23.2,0.15417082309722902
973,343,2,21123.3,32.5,0.2178576707839966
974,343,3,23279.7,13.3,0.23978745937347412
975,343,4,28911.4,29.8,0.27736845016479494
976,344,1,16457.4,52.1,0.17412323951721193
977,344,2,27287.0,42.3,0.26477510929107667
978,344,3,23767.7,21.7,0.2320099353790283
979,344,4,27928.2,31.4,0.27092771530151366
980,345,1,16582.6,37.7,0.17051703929901124
981,345,2,23595.8,46.0,0.2327519655227661
982,345,3,31265.3,39.9,0.28555760383605955
983,345,4,29274.9,31.1,0.2856142044067383
984,346,1,16163.9,18.5,0.17486963272094727
985,346,2,23647.9,32.1,0.22242205142974852
986,346,3,29701.5,28.6,0.27483015060424804
987,346,4,28091.1,16.7,0.273474383354187
988,347,1,18868.5,25.7,0.19197981357574462
989,347,2,22844.6,25.9,0.22248432636260987
990,347,3,27598.4,26.3,0.2649771451950073
991,347,4,29510.8,35.9,0.2847093105316162
992,348,1,18933.5,43.6,0.1959441900253296
993,348,2,24698.4,55.0,0.22805135250091552
994,348,3,26003.4,22.9,0.23385264873504638
995,348,4,29427.5,24.3,0.267260217666626
996,349,1,15640.8,22.3,0.16113626956939697
997,349,2,20699.8,25.3,0.19604413509368895
998,349,3,28415.1,28.5,0.25865826606750486
999,349,4,27330.8,21.6,0.263559365272522
1000,350,1,17915.2,60.0,0.1815408706665039
1001,350,2,20796.2,108.9,0.1990448236465454
1002,350,3,32111.2,128.1,0.2874647378921509
1003,350,4,26398.0,196.1,0.2468555450439453
1004,351,1,15781.6,36.2,0.1561352014541626
1005,351,2,24742.1,42.1,0.23285243511199952
1006,351,3,24784.2,27.5,0.2316521644592285
1007,351,4,28762.4,34.0,0.2729614496231079
1008,352,1,15113.9,35.9,0.15913586616516112
1009,352,2,24029.5,37.6,0.22835142612457277
1010,352,3,26589.6,25.7,0.23985400199890136
1011,352,4,30387.4,21.5,0.2814633846282959
1012,353,1,16383.2,25.8,0.17093849182128906
1013,353,2,22741.2,30.4,0.21104755401611328
1014,353,3,28091.6,22.6,0.2479557514190674
1015,353,4,30339.1,25.2,0.2875648021697998
1016,354,1,16870.3,26.7,0.17794008255004884
1017,354,2,24454.9,34.6,0.23355257511138916
1018,354,3,26452.9,33.2,0.2526569128036499
1019,354,4,25005.9,21.9,0.24185452461242676
1020,355,1,14029.1,29.2,0.1477332353591919
1021,355,2,23585.8,43.5,0.21984949111938476
1022,355,3,27829.7,32.2,0.25585761070251467
1023,355,4,28949.7,23.4,0.2742617607116699
1024,356,1,18325.4,32.1,0.18664207458496093
1025,356,2,24248.5,34.1,0.2189492702484131
1026,356,3,31216.0,27.3,0.2777625560760498
1027,356,4,28537.2,19.2,0.2717611789703369
1028,357,1,18326.0,32.0,0.17814013957977295
1029,357,2,23979.1,44.2,0.22355034351348876
1030,357,3,27828.1,31.9,0.25835819244384767
1031,357,4,27829.5,26.3,0.25955843925476074
1032,358,1,15173.7,23.1,0.15113401412963867
1033,358,2,25712.6,43.3,0.2351529836654663
1034,358,3,26816.6,23.9,0.2488560914993286
1035,358,4,27790.1,26.6,0.26996066570281985
1036,359,1,15406.3,29.2,0.16133639812469483
1037,359,2,23118.2,27.2,0.22215001583099364
1038,359,3,30324.7,23.3,0.27716243267059326
1039,359,4,28864.1,22.2,0.2724613666534424
1040,360,1,15632.9,66.4,0.15843565464019777
1041,360,2,23375.5,59.4,0.22455055713653566
1042,360,3,26975.4,37.8,0.24975626468658446
1043,360,4,30468.6,26.3,0.2787627696990967
1044,361,1,14287.7,19.4,0.14843342304229737
1045,361,2,22481.8,18.6,0.2176490068435669
1046,361,3,28803.9,16.2,0.26575984954833987
1047,361,4,28981.7,8.4,0.27476189136505125
1048,362,1,19887.1,21.3,0.21374814510345458
1049,362,2,25292.2,34.8,0.24145429134368895
1050,362,3,27958.1,22.1,0.2613589525222778
1051,362,4,28471.3,9.2,0.27696235179901124
1052,363,1,17333.1,28.1,0.18054065704345704
1053,363,2,23610.9,27.1,0.22345030307769775
1054,363,3,26663.7,17.5,0.24695560932159424
1055,363,4,30434.8,7.0,0.2824140787124634
1056,364,1,18466.0,37.2,0.18044073581695558
1057,364,2,24077.4,34.8,0.225050687789917
1058,364,3,26256.3,23.0,0.23495290279388428
1059,364,4,26711.9,13.0,0.24385490417480468
1060,365,1,17364.6,28.9,0.1752394676208496
1061,365,2,19296.2,24.4,0.18984274864196776
1062,365,3,27138.8,25.5,0.2414543867111206
1063,365,4,27663.5,24.0,0.25805809497833254
1064,366,1,14564.9,29.3,0.14693310260772705
1065,366,2,21942.2,25.4,0.20484609603881837
1066,366,3,29217.4,37.0,0.2637099027633667
1067,366,4,28676.9,19.7,0.26425948143005373
1068,367,1,17376.9,20.4,0.17203876972198487
1069,367,2,20716.8,28.5,0.1978445529937744
1070,367,3,27061.8,29.8,0.2504563808441162
1071,367,4,28177.4,14.1,0.26215903759002684
1072,368,1,20516.3,44.3,0.20194547176361083
1073,368,2,24139.6,47.1,0.21914937496185302
1074,368,3,27091.2,35.0,0.2436549186706543
1075,368,4,28935.5,17.3,0.2706608772277832
1076,369,1,18828.7,36.8,0.19224321842193604
1077,369,2,22122.8,35.1,0.24005417823791503
1078,369,3,31151.3,27.5,0.29246580600738525
1079,369,4,28663.1,19.1,0.2744617938995361
1080,370,1,17418.4,20.7,0.1710385799407959
1081,370,2,22103.5,39.6,0.23075191974639891
1082,370,3,25026.7,24.6,0.24455511569976807
1083,370,4,28656.7,28.6,0.2695606708526611
1084,371,1,17820.4,26.0,0.18654203414916992
1085,371,2,22005.2,35.4,0.21184775829315186
1086,371,3,25018.5,20.3,0.22855138778686523
1087,371,4,28163.2,23.6,0.26325929164886475
1088,372,1,18217.8,35.6,0.1789402961730957
1089,372,2,22037.6,44.6,0.20694661140441895
1090,372,3,24255.1,18.6,0.22285017967224122
1091,372,4,27667.2,22.8,0.2577580451965332
1092,373,1,19158.1,31.8,0.1880422830581665
1093,373,2,25964.4,40.5,0.23338110446929933
1094,373,3,27556.1,31.0,0.2703774690628052
1095,373,4,26695.8,20.0,0.2584582805633545
1096,374,1,19602.5,35.9,0.1977445363998413
1097,374,2,23724.1,37.0,0.22665112018585204
1098,374,3,27921.8,30.8,0.2624658584594727
1099,374,4,26187.3,19.1,0.2487560749053955
1100,375,1,18410.1,62.2,0.18494162559509278
1101,375,2,19073.1,84.1,0.17964048385620118
1102,375,3,25989.9,122.8,0.23745348453521728
1103,375,4,28579.1,191.8,0.26726016998291013
1104,376,1,16523.7,30.8,0.16123621463775634
1105,376,2,19157.6,34.2,0.18354134559631347
1106,376,3,25658.1,33.8,0.2321523666381836
1107,376,4,28246.9,25.2,0.2580580234527588
1108,377,1,13225.6,23.5,0.14443259239196776
1109,377,2,20842.8,27.0,0.19924488067626953
1110,377,3,25645.9,27.4,0.22935173511505128
1111,377,4,29555.3,22.5,0.2761623620986938
1112,378,1,14018.6,50.7,0.14423222541809083
1113,378,2,23383.7,43.8,0.21354806423187256
1114,378,3,26370.4,28.9,0.24695565700531005
1115,378,4,27755.6,21.8,0.24985623359680176
1116,379,1,18423.1,28.0,0.18694212436676025
1117,379,2,24561.2,27.8,0.2343362808227539
1118,379,3,25895.0,15.2,0.23925385475158692
1119,379,4,28044.4,30.9,0.2610588073730469
1120,380,1,18006.3,37.7,0.1798405170440674
1121,380,2,25196.0,36.5,0.2317521333694458
1122,380,3,31182.6,40.5,0.28416402339935304
1123,380,4,30228.8,26.9,0.2795629262924194
1124,381,1,14610.2,19.4,0.14943366050720214
1125,381,2,24433.9,31.4,0.23844101428985595
1126,381,3,27669.5,29.8,0.25147898197174073
1127,381,4,29214.5,13.5,0.27116100788116454
1128,382,1,16990.9,24.9,0.17063844203948975
1129,382,2,24508.8,29.0,0.22575082778930664
1130,382,3,27600.3,32.0,0.2668601512908936
1131,382,4,28785.7,8.7,0.27196123600006106
1132,383,1,18828.9,31.4,0.181540846824646
1133,383,2,23896.9,32.1,0.2212498426437378
1134,383,3,28855.5,28.4,0.26515970230102537
1135,383,4,26008.7,7.7,0.2584582090377808
1136,384,1,16650.0,47.2,0.17113852500915527
1137,384,2,22440.2,36.7,0.22104978561401367
1138,384,3,23374.4,16.8,0.22104978561401367
1139,384,4,30861.9,20.7,0.28326380252838135
1140,385,1,18207.8,42.5,0.18754217624664307
1141,385,2,26415.2,34.7,0.2539572238922119
1142,385,3,24104.0,20.2,0.23035187721252443
1143,385,4,28334.8,12.9,0.26996073722839353
1144,386,1,16228.4,24.1,0.1761397123336792
1145,386,2,24121.2,25.7,0.23225228786468505
1146,386,3,27951.5,19.6,0.26325933933258056
1147,386,4,29154.4,10.1,0.26465959548950196
1148,387,1,16898.6,29.8,0.1691380500793457
