,value,numBigOnes,aveNumExprEvaluated,aveNumSolutions,aveSolveTimeSec
1149,387,2,22982.9,34.4,0.2261108636856079
1150,387,3,28702.2,15.8,0.28146340847015383
1151,387,4,28904.9,20.9,0.26315922737121583
1152,388,1,16524.7,36.8,0.1688380479812622
1153,388,2,21514.3,30.6,0.20684657096862794
1154,388,3,26470.0,14.7,0.25325703620910645
1155,388,4,26167.5,9.3,0.25835821628570554
1156,389,1,18272.7,29.8,0.19647603034973143
1157,389,2,24351.9,33.7,0.23687989711761476
1158,389,3,26292.6,15.7,0.2414543628692627
1159,389,4,29798.8,4.9,0.27566208839416506
1160,390,1,15013.9,48.7,0.1696382522583008
1161,390,2,23012.7,35.6,0.23365256786346436
1162,390,3,22242.8,12.3,0.225050687789917
1163,390,4,28639.4,14.8,0.27506194114685056
1164,391,1,16903.8,27.8,0.16983821392059326
1165,391,2,24569.0,33.0,0.23465285301208497
1166,391,3,25199.7,21.6,0.22395045757293702
1167,391,4,28415.6,11.4,0.2653597354888916
1168,392,1,15156.9,49.7,0.15683534145355224
1169,392,2,24657.4,47.6,0.229951810836792
1170,392,3,27939.1,33.0,0.2556575536727905
1171,392,4,29181.5,15.2,0.2743618249893188
1172,393,1,17160.4,25.6,0.16808803081512452
1173,393,2,20836.1,32.3,0.19414372444152833
1174,393,3,26768.5,32.0,0.24641549587249756
1175,393,4,29848.8,14.8,0.27206127643585204
1176,394,1,21271.5,33.1,0.20574634075164794
1177,394,2,23738.3,33.2,0.22064969539642335
1178,394,3,30023.5,27.0,0.279162859916687
1179,394,4,26372.8,7.0,0.2548573732376099
1180,395,1,17033.8,35.7,0.18674211502075194
1181,395,2,24956.6,36.2,0.22975170612335205
1182,395,3,24102.7,7.8,0.22225000858306884
1183,395,4,29500.2,45.9,0.27546205520629885
1184,396,1,14594.1,35.5,0.14583282470703124
1185,396,2,19232.5,43.3,0.1800405502319336
1186,396,3,27061.0,24.9,0.253957200050354
1187,396,4,29773.2,22.9,0.2790628433227539
1188,397,1,15889.3,29.5,0.20044517517089844
1189,397,2,23178.0,29.1,0.22561864852905272
1190,397,3,29265.8,30.6,0.2760040760040283
1191,397,4,29843.0,17.4,0.2977530717849731
1192,398,1,14690.4,21.6,0.17287931442260743
1193,398,2,23717.8,23.1,0.22548537254333495
1194,398,3,30393.4,26.6,0.2844746828079224
1195,398,4,28665.9,25.7,0.28376309871673583
1196,399,1,16658.0,23.8,0.17633566856384278
1197,399,2,20680.3,25.9,0.2044459104537964
1198,399,3,31109.6,13.0,0.28750598430633545
1199,399,4,30723.6,12.8,0.2871549606323242
1200,400,1,16057.6,61.3,0.1661142349243164
1201,400,2,20174.2,92.4,0.1928029775619507
1202,400,3,26283.3,125.6,0.2485182762145996
1203,400,4,31066.6,190.3,0.29711050987243653
1204,401,1,16583.4,21.5,0.17701706886291504
1205,401,2,22050.4,23.6,0.20940060615539552
1206,401,3,25270.1,19.3,0.2383169412612915
1207,401,4,28392.5,13.7,0.2714165210723877
1208,402,1,16483.5,35.9,0.1764517068862915
1209,402,2,22779.4,33.5,0.22288880348205567
1210,402,3,26637.6,28.8,0.24961721897125244
1211,402,4,28454.5,30.1,0.2694570541381836
1212,403,1,14487.2,23.7,0.16541876792907714
1213,403,2,21095.9,25.4,0.20192911624908447
1214,403,3,26916.3,30.9,0.27848546504974364
1215,403,4,27447.0,13.0,0.2576980352401733
1216,404,1,19106.2,35.5,0.21149141788482667
1217,404,2,25816.3,36.0,0.2733696460723877
1218,404,3,24054.5,25.7,0.23696389198303222
1219,404,4,27897.4,14.8,0.2713325977325439
1220,405,1,13964.1,26.3,0.15232954025268555
1221,405,2,23184.5,42.7,0.24121420383453368
1222,405,3,28321.4,16.3,0.2756281852722168
1223,405,4,30670.6,45.7,0.3091190099716187
1224,406,1,14546.5,25.3,0.1583549737930298
1225,406,2,22591.8,29.9,0.22305023670196533
1226,406,3,27047.3,35.8,0.2554003238677979
1227,406,4,29886.1,19.3,0.2990846872329712
1228,407,1,15943.1,21.9,0.17885291576385498
1229,407,2,24429.5,30.1,0.2368401288986206
1230,407,3,29607.5,28.1,0.2747478485107422
1231,407,4,29454.0,16.2,0.2787435293197632
1232,408,1,16041.8,47.7,0.1728273868560791
1233,408,2,26619.2,51.1,0.25206937789916994
1234,408,3,29350.4,31.1,0.27699813842773435
1235,408,4,28844.3,28.8,0.29005796909332277
1236,409,1,15774.5,30.4,0.17223007678985597
1237,409,2,20327.2,29.6,0.2017110824584961
1238,409,3,26929.7,20.6,0.24965367317199708
1239,409,4,28377.2,18.3,0.2678269624710083
1240,410,1,17220.9,35.5,0.18595824241638184
1241,410,2,24317.8,36.1,0.24675168991088867
1242,410,3,28336.8,30.0,0.2673065662384033
1243,410,4,28440.5,18.3,0.27660722732543946
1244,411,1,16043.5,18.9,0.17447266578674317
1245,411,2,22034.2,17.8,0.2301331043243408
1246,411,3,27425.9,14.4,0.28759763240814207
1247,411,4,26465.9,3.5,0.2692957639694214
1248,412,1,14645.5,25.6,0.16960320472717286
1249,412,2,24742.7,26.8,0.24851181507110595
1250,412,3,29475.5,22.2,0.28691461086273196
1251,412,4,30158.1,10.3,0.28599255084991454
1252,413,1,19192.7,25.5,0.20254981517791748
1253,413,2,21075.9,21.3,0.23476502895355225
1254,413,3,26141.9,16.8,0.25746176242828367
1255,413,4,31218.2,9.2,0.3016453981399536
1256,414,1,16071.7,36.7,0.1887650728225708
1257,414,2,25659.9,37.5,0.2546112060546875
1258,414,3,26911.3,18.7,0.2539397954940796
1259,414,4,25313.4,8.2,0.24305319786071777
1260,415,1,16652.6,24.2,0.173103404045105
1261,415,2,26984.8,30.4,0.25193755626678466
1262,415,3,26506.6,31.0,0.2589800119400024
1263,415,4,27332.2,8.4,0.273418927192688
1264,416,1,16452.4,37.8,0.175789213180542
1265,416,2,19223.4,26.0,0.20079967975616456
1266,416,3,28249.9,30.6,0.2899587869644165
1267,416,4,28185.9,22.9,0.29445881843566896
1268,417,1,15670.6,15.1,0.17517998218536376
1269,417,2,21947.9,25.6,0.22023441791534423
1270,417,3,26899.3,36.0,0.2668278455734253
1271,417,4,27018.1,21.7,0.27375154495239257
1272,418,1,17023.0,18.5,0.17941718101501464
1273,418,2,21946.3,27.2,0.22180984020233155
1274,418,3,28460.4,28.8,0.2626035690307617
1275,418,4,29631.9,17.1,0.2838658094406128
1276,419,1,16609.6,15.2,0.17237398624420167
1277,419,2,23708.1,29.8,0.2286353349685669
1278,419,3,29588.5,22.5,0.2720042705535889
1279,419,4,31309.2,8.3,0.2930032730102539
1280,420,1,16231.9,48.5,0.16486032009124757
1281,420,2,22550.9,57.9,0.21017732620239257
1282,420,3,29440.0,37.9,0.2655338764190674
1283,420,4,26772.4,24.8,0.2519447565078735
1284,421,1,19656.4,19.2,0.19022822380065918
1285,421,2,19547.5,19.0,0.18930516242980958
1286,421,3,29345.1,39.1,0.2706686735153198
1287,421,4,29005.5,9.2,0.26956911087036134
1288,422,1,16991.2,18.9,0.17091565132141112
1289,422,2,26205.8,32.7,0.2423778772354126
1290,422,3,26164.8,20.3,0.2411975383758545
1291,422,4,30653.2,12.2,0.28773107528686526
1292,423,1,17289.6,28.0,0.17989206314086914
1293,423,2,23764.3,32.7,0.22709448337554933
1294,423,3,26470.7,26.5,0.24835679531097413
1295,423,4,28080.4,21.6,0.2724976778030396
1296,424,1,17294.9,30.0,0.19459290504455568
1297,424,2,24389.2,34.6,0.2490997552871704
1298,424,3,29126.6,28.7,0.3001785516738892
1299,424,4,28450.7,13.8,0.2828606843948364
1300,425,1,16609.5,20.9,0.18103389739990233
1301,425,2,26486.2,66.5,0.2561971187591553
1302,425,3,30506.1,89.6,0.28800272941589355
1303,425,4,30180.5,122.9,0.29164078235626223
1304,426,1,16447.0,22.4,0.1769249439239502
1305,426,2,24329.2,32.9,0.24155428409576415
1306,426,3,25344.4,29.0,0.25185680389404297
1307,426,4,30753.3,15.3,0.31317059993743895
1308,427,1,17524.9,27.0,0.18354122638702391
1309,427,2,21855.3,33.1,0.21764907836914063
1310,427,3,26693.6,20.8,0.26245908737182616
1311,427,4,25752.0,11.5,0.25535752773284914
1312,428,1,18326.5,21.2,0.2054462432861328
1313,428,2,25031.9,32.7,0.25485739707946775
1314,428,3,26295.8,18.0,0.24965620040893555
1315,428,4,29177.2,12.8,0.2843640327453613
1316,429,1,16283.4,18.0,0.168638014793396
1317,429,2,22027.6,27.6,0.2277512550354004
1318,429,3,27739.9,21.7,0.2763622045516968
1319,429,4,29184.1,13.9,0.2906654834747314
1320,430,1,14943.0,18.5,0.16483709812164307
1321,430,2,21724.5,28.8,0.2213498830795288
1322,430,3,29073.8,41.7,0.29296586513519285
1323,430,4,27957.5,19.1,0.26395955085754397
1324,431,1,16074.9,23.9,0.16843791007995607
1325,431,2,26059.5,42.2,0.24995620250701905
1326,431,3,25335.5,17.6,0.23375272750854492
1327,431,4,27669.7,17.1,0.25585753917694093
1328,432,1,20453.1,81.0,0.20644657611846923
1329,432,2,24505.0,50.4,0.22755122184753418
1330,432,3,27856.7,33.9,0.25545754432678225
1331,432,4,25580.1,13.4,0.24595537185668945
1332,433,1,16526.2,29.5,0.1715386390686035
1333,433,2,24403.6,20.0,0.22865149974822999
1334,433,3,27803.4,25.7,0.253957200050354
1335,433,4,30085.8,13.4,0.2737616300582886
1336,434,1,13583.1,16.7,0.14323225021362304
1337,434,2,26849.0,35.6,0.24915609359741211
1338,434,3,30349.3,20.4,0.2704609394073486
1339,434,4,28839.3,21.5,0.2641594886779785
1340,435,1,16609.8,25.4,0.1627366304397583
1341,435,2,21564.5,23.1,0.20044515132904053
1342,435,3,26758.5,18.5,0.2393538236618042
1343,435,4,27630.1,8.5,0.2540572166442871
1344,436,1,17939.3,26.6,0.17323904037475585
1345,436,2,20067.0,21.2,0.18474156856536866
1346,436,3,26305.2,17.6,0.2387537717819214
1347,436,4,29540.8,7.7,0.27246148586273194
1348,437,1,14174.8,14.4,0.14663295745849608
1349,437,2,23477.2,23.0,0.2187492609024048
1350,437,3,29819.5,16.1,0.27046091556549073
1351,437,4,30059.7,7.7,0.27976298332214355
1352,438,1,15887.3,23.3,0.16213645935058593
1353,438,2,26700.9,34.4,0.24685559272766114
1354,438,3,24211.6,16.9,0.22445061206817626
1355,438,4,29801.9,12.7,0.2802631139755249
1356,439,1,17035.4,22.4,0.17603955268859864
1357,439,2,24354.4,17.7,0.22154998779296875
1358,439,3,26305.1,13.2,0.235552978515625
1359,439,4,27572.9,6.0,0.26415956020355225
1360,440,1,18482.6,39.0,0.18214099407196044
1361,440,2,23198.2,48.4,0.20944716930389404
1362,440,3,28284.7,29.8,0.26045866012573243
1363,440,4,29882.1,13.4,0.27826266288757323
1364,441,1,15098.0,27.4,0.15673530101776123
1365,441,2,24267.5,31.8,0.2187492609024048
1366,441,3,25867.2,25.1,0.2587582588195801
1367,441,4,27122.3,12.9,0.266059947013855
1368,442,1,16440.1,27.6,0.1726388454437256
1369,442,2,22723.9,29.4,0.21594877243041993
1370,442,3,27809.8,21.1,0.28916492462158205
1371,442,4,28170.5,7.7,0.2743618249893188
1372,443,1,16949.8,29.6,0.17964189052581786
1373,443,2,24638.0,25.6,0.24355483055114746
1374,443,3,27907.4,23.0,0.2753620147705078
1375,443,4,29966.0,12.2,0.2811633348464966
1376,444,1,15748.2,30.1,0.16253662109375
1377,444,2,22383.8,34.2,0.22655098438262938
1378,444,3,25926.1,23.6,0.24035413265228273
1379,444,4,27885.4,23.0,0.26255905628204346
1380,445,1,13255.8,22.2,0.14503271579742433
1381,445,2,21814.0,21.9,0.21744897365570068
1382,445,3,30230.6,30.7,0.3079694271087646
1383,445,4,28071.9,20.3,0.2794629096984863
1384,446,1,16731.9,28.1,0.18404145240783693
1385,446,2,25378.2,31.7,0.24575529098510743
1386,446,3,28913.3,35.9,0.2806632280349731
1387,446,4,29514.8,12.4,0.28196349143981936
1388,447,1,15658.8,18.9,0.16503708362579345
1389,447,2,22365.7,30.3,0.22845151424407958
1390,447,3,27834.7,25.4,0.2584582090377808
1391,447,4,28892.2,25.1,0.2925658464431763
1392,448,1,15893.9,40.6,0.16703779697418214
1393,448,2,24040.5,26.0,0.2530568361282349
1394,448,3,24372.9,20.8,0.23635320663452147
1395,448,4,28597.9,20.8,0.2913657188415527
1396,449,1,17439.1,23.6,0.203045654296875
1397,449,2,23664.7,26.8,0.24305486679077148
1398,449,3,28320.7,31.6,0.2843639612197876
1399,449,4,30112.2,14.1,0.29626657962799074
1400,450,1,15562.4,75.2,0.16423697471618653
1401,450,2,25809.9,157.6,0.25015642642974856
1402,450,3,30359.3,131.6,0.2802633047103882
1403,450,4,29384.0,184.8,0.28156318664550783
1404,451,1,13735.1,26.7,0.14843344688415527
1405,451,2,22718.2,33.8,0.2176490068435669
1406,451,3,27312.5,23.7,0.259858512878418
1407,451,4,30728.6,8.9,0.2950664281845093
1408,452,1,17969.0,34.9,0.18904259204864501
1409,452,2,19195.3,29.5,0.1863419771194458
1410,452,3,26890.3,27.7,0.2541572093963623
1411,452,4,29234.0,17.1,0.2776625156402588
1412,453,1,15619.0,22.6,0.162636661529541
1413,453,2,25570.8,34.0,0.24485514163970948
1414,453,3,28774.6,29.4,0.2688605308532715
1415,453,4,28004.9,17.6,0.2674602746963501
1416,454,1,16899.6,19.7,0.18094069957733155
1417,454,2,25524.9,31.3,0.2550574779510498
1418,454,3,30149.9,31.2,0.2913655757904053
1419,454,4,28690.8,9.7,0.28466410636901857
1420,455,1,17162.9,35.9,0.18754227161407472
1421,455,2,23328.9,30.9,0.2503563165664673
1422,455,3,24314.4,25.6,0.25735816955566404
1423,455,4,29226.9,31.8,0.3040683031082153
1424,456,1,16985.0,39.8,0.1872422456741333
1425,456,2,23842.5,28.2,0.23375253677368163
1426,456,3,27597.0,28.7,0.2690606117248535
1427,456,4,28191.8,20.5,0.28716468811035156
1428,457,1,17227.8,18.8,0.18924257755279542
1429,457,2,20971.8,17.5,0.20124530792236328
1430,457,3,25037.1,25.6,0.23555307388305663
1431,457,4,28424.6,16.5,0.29426624774932864
1432,458,1,15775.2,28.3,0.16333673000335694
1433,458,2,26025.8,30.3,0.24455513954162597
1434,458,3,27584.0,19.6,0.2613175868988037
1435,458,4,29706.0,15.0,0.2802631139755249
1436,459,1,14591.1,21.2,0.1541346788406372
1437,459,2,23503.5,30.9,0.21924934387207032
1438,459,3,27909.8,16.2,0.2573543071746826
1439,459,4,28300.1,21.7,0.27606222629547117
1440,460,1,15250.8,31.1,0.1597360849380493
1441,460,2,22504.9,36.5,0.23025166988372803
1442,460,3,29248.3,33.7,0.2778625011444092
1443,460,4,25466.1,10.8,0.24755582809448243
1444,461,1,16451.4,19.0,0.16353676319122315
1445,461,2,27897.3,33.1,0.26085872650146485
1446,461,3,26791.9,9.3,0.26996099948883057
1447,461,4,28225.5,4.6,0.29286584854125974
1448,462,1,15400.1,38.8,0.16943819522857667
1449,462,2,22339.2,35.1,0.2191493272781372
1450,462,3,27488.1,20.3,0.267760181427002
1451,462,4,29495.9,13.0,0.30246820449829104
1452,463,1,17717.3,17.7,0.20119404792785645
1453,463,2,26868.1,22.5,0.26796033382415774
1454,463,3,23684.9,8.2,0.24345481395721436
1455,463,4,28451.3,6.7,0.2751619815826416
1456,464,1,14358.8,27.4,0.16233651638031005
1457,464,2,22979.8,30.6,0.23455286026000977
1458,464,3,30828.9,14.4,0.31127009391784666
1459,464,4,26892.7,6.5,0.2743619680404663
1460,465,1,14399.4,23.6,0.1637366533279419
1461,465,2,23333.5,24.4,0.2523569822311401
1462,465,3,26083.5,16.8,0.2874645948410034
1463,465,4,28517.0,16.3,0.2947664260864258
1464,466,1,14497.4,17.8,0.15803558826446534
1465,466,2,22552.3,19.5,0.23575305938720703
1466,466,3,27346.2,15.5,0.2737616539001465
1467,466,4,27051.9,3.7,0.2682603359222412
1468,467,1,16503.8,21.2,0.1696382999420166
1469,467,2,22868.2,22.3,0.223450231552124
1470,467,3,26936.3,16.9,0.25945844650268557
1471,467,4,30561.9,15.5,0.2979671239852905
1472,468,1,16671.0,37.9,0.18224096298217773
1473,468,2,24098.8,38.0,0.24615557193756105
1474,468,3,30909.3,33.1,0.28376386165618894
1475,468,4,28528.1,20.9,0.2749619722366333
1476,469,1,17428.1,26.3,0.19424357414245605
1477,469,2,24093.1,29.4,0.2332526445388794
1478,469,3,28732.6,35.5,0.2675199508666992
1479,469,4,27788.1,13.8,0.27296149730682373
1480,470,1,16684.5,25.4,0.16923801898956298
1481,470,2,23761.6,31.5,0.23105213642120362
1482,470,3,26895.7,28.1,0.2523568391799927
1483,470,4,27972.2,13.3,0.2624590635299683
1484,471,1,15469.1,19.6,0.15753548145294188
1485,471,2,27489.5,29.1,0.24545528888702392
1486,471,3,27714.0,27.3,0.2520566701889038
1487,471,4,29717.6,16.7,0.2763622999191284
1488,472,1,18256.0,19.7,0.1885425090789795
1489,472,2,19398.4,19.2,0.18324122428894044
1490,472,3,25384.0,25.5,0.24045414924621583
1491,472,4,28236.1,12.7,0.25565760135650634
1492,473,1,14273.7,16.4,0.14373233318328857
1493,473,2,25936.0,26.8,0.2417825222015381
1494,473,3,26608.5,19.6,0.2416543960571289
1495,473,4,26493.3,21.5,0.24538748264312743
1496,474,1,20177.9,25.6,0.20194547176361083
1497,474,2,23523.5,35.2,0.21777400970458985
1498,474,3,30131.9,29.7,0.2761621236801147
1499,474,4,25836.6,13.5,0.23995416164398192
1500,475,1,12969.9,22.6,0.1327298402786255
1501,475,2,19428.1,37.5,0.18864238262176514
1502,475,3,31042.7,79.8,0.27506203651428224
1503,475,4,26032.4,92.4,0.2501562833786011
1504,476,1,15805.0,28.8,0.1588357925415039
1505,476,2,23859.5,29.1,0.22645101547241211
1506,476,3,24801.1,21.7,0.2351529598236084
1507,476,4,28520.4,20.5,0.2680603742599487
1508,477,1,17677.7,24.9,0.17904036045074462
1509,477,2,25804.4,30.0,0.23515286445617675
1510,477,3,26489.0,18.8,0.24135432243347169
1511,477,4,30627.6,22.7,0.2831638097763062
1512,478,1,15832.2,15.7,0.16203651428222657
1513,478,2,24616.5,25.2,0.22295019626617432
1514,478,3,26788.8,18.8,0.24335479736328125
1515,478,4,29308.9,7.4,0.26756036281585693
1516,479,1,16489.5,16.4,0.16213641166687012
1517,479,2,21644.3,21.7,0.19914476871490477
1518,479,3,26413.0,23.3,0.23745355606079102
1519,479,4,28680.8,13.8,0.2629592180252075
1520,480,1,18717.9,66.0,0.1854417085647583
1521,480,2,22475.9,40.7,0.20674662590026854
1522,480,3,29532.2,46.6,0.26225895881652833
1523,480,4,28775.2,13.3,0.26255919933319094
1524,481,1,18241.2,17.3,0.17754001617431642
1525,481,2,20368.1,23.5,0.1907721757888794
1526,481,3,25357.7,21.9,0.22955169677734374
1527,481,4,31845.4,11.5,0.2917657375335693
1528,482,1,16764.8,22.8,0.16963818073272705
1529,482,2,23858.8,25.8,0.21087298393249512
1530,482,3,27809.5,20.5,0.2512566328048706
1531,482,4,27554.3,9.9,0.2615588903427124
1532,483,1,17404.5,28.9,0.1687380313873291
1533,483,2,21695.8,20.3,0.2015453577041626
1534,483,3,30623.5,31.1,0.27116100788116454
1535,483,4,27477.7,14.7,0.26425957679748535
1536,484,1,16818.2,12.8,0.17133862972259523
1537,484,2,23936.1,27.5,0.22355029582977295
1538,484,3,29804.6,16.5,0.2742617130279541
1539,484,4,29851.4,12.4,0.2848644256591797
1540,485,1,15929.4,19.4,0.16923792362213136
1541,485,2,21785.2,25.6,0.2079468011856079
1542,485,3,27609.2,15.2,0.247955846786499
1543,485,4,27960.2,10.2,0.26836042404174804
1544,486,1,15537.4,30.9,0.16173641681671141
1545,486,2,26633.4,34.1,0.24655551910400392
1546,486,3,28709.6,22.3,0.2653598070144653
1547,486,4,27179.4,8.4,0.2554574728012085
1548,487,1,16973.9,13.2,0.17643976211547852
1549,487,2,24753.0,32.8,0.230751895904541
1550,487,3,28639.5,14.0,0.2561577320098877
1551,487,4,28627.1,8.7,0.2674602508544922
1552,488,1,16287.1,14.3,0.1653372287750244
1553,488,2,22970.6,23.9,0.21864924430847169
1554,488,3,28497.3,17.1,0.2616589069366455
1555,488,4,28029.1,3.9,0.253957200050354
1556,489,1,16644.8,19.4,0.16283667087554932
1557,489,2,20874.3,16.0,0.1939436674118042
1558,489,3,28512.4,16.4,0.25885829925537107
1559,489,4,28988.9,6.0,0.2631592512130737
1560,490,1,15137.0,27.2,0.1514341115951538
1561,490,2,25623.6,40.2,0.24035406112670898
1562,490,3,27444.8,21.6,0.24555537700653077
1563,490,4,29019.5,17.2,0.2691606044769287
1564,491,1,16043.3,12.6,0.17593958377838134
1565,491,2,23724.7,24.9,0.22445056438446045
1566,491,3,27013.2,17.8,0.24555530548095703
1567,491,4,29845.9,10.0,0.28096325397491456
1568,492,1,16582.6,27.4,0.17233879566192628
1569,492,2,22334.7,29.4,0.21744902133941652
1570,492,3,25017.6,21.9,0.23655326366424562
1571,492,4,29880.6,33.8,0.2700648784637451
1572,493,1,16917.3,20.8,0.16773779392242433
1573,493,2,25495.2,24.3,0.23745346069335938
1574,493,3,28379.6,19.7,0.2643595218658447
1575,493,4,28279.2,14.9,0.2625591278076172
1576,494,1,13429.3,13.9,0.13753099441528321
1577,494,2,21077.5,27.2,0.20024509429931642
1578,494,3,29235.9,24.3,0.26515970230102537
1579,494,4,26842.5,10.6,0.2577580451965332
1580,495,1,15300.0,29.3,0.15703537464141845
1581,495,2,23591.8,28.8,0.22214999198913574
1582,495,3,26385.1,29.1,0.2442549705505371
1583,495,4,29052.2,15.3,0.2740618228912354
1584,496,1,15435.9,20.7,0.15926120281219483
1585,496,2,21630.5,33.5,0.19664430618286133
1586,496,3,30453.2,25.5,0.27156116962432864
1587,496,4,31110.3,18.6,0.28216352462768557
1588,497,1,15645.1,23.4,0.16173646450042725
1589,497,2,24778.9,23.5,0.23565304279327393
1590,497,3,29268.7,23.2,0.25585753917694093
1591,497,4,28051.4,35.2,0.26175901889801023
1592,498,1,17071.9,31.1,0.16473701000213622
1593,498,2,25625.9,34.5,0.24265475273132325
1594,498,3,27837.3,18.8,0.25885820388793945
1595,498,4,28793.7,21.9,0.26676013469696047
1596,499,1,16132.1,13.4,0.1626366376876831
1597,499,2,26942.0,30.1,0.248956036567688
1598,499,3,23896.7,19.2,0.2204495906829834
1599,499,4,29404.7,13.3,0.27606222629547117
1600,500,1,16977.1,78.8,0.17563953399658203
1601,500,2,23034.7,103.6,0.22405047416687013
1602,500,3,26378.7,117.0,0.24335484504699706
1603,500,4,27830.4,174.6,0.26716012954711915
1604,501,1,17405.7,22.3,0.17623960971832275
1605,501,2,21655.4,28.8,0.202445650100708
1606,501,3,28407.5,17.5,0.26575984954833987
1607,501,4,29214.2,15.0,0.27476189136505125
1608,502,1,16109.1,17.0,0.17223882675170898
1609,502,2,22293.4,27.0,0.22104973793029786
1610,502,3,28992.3,20.6,0.27566215991973875
1611,502,4,29253.3,18.1,0.2831636905670166
1612,503,1,16342.0,19.6,0.16563723087310792
1613,503,2,24615.6,34.0,0.2360964298248291
1614,503,3,26555.6,22.4,0.2598944425582886
1615,503,4,29125.7,15.7,0.28236382007598876
1616,504,1,17276.7,58.8,0.16973819732666015
1617,504,2,22950.2,37.6,0.21974945068359375
1618,504,3,26503.8,30.5,0.23849709033966066
1619,504,4,26397.0,13.8,0.2515568256378174
1620,505,1,12674.4,13.6,0.13333005905151368
1621,505,2,21440.8,25.7,0.20484611988067628
1622,505,3,25957.6,15.5,0.24665558338165283
1623,505,4,26941.1,32.9,0.2556575059890747
1624,506,1,19588.3,31.6,0.1926433801651001
1625,506,2,25207.9,24.1,0.2361532211303711
1626,506,3,29175.7,16.5,0.26005876064300537
1627,506,4,29754.9,13.1,0.27486207485198977
1628,507,1,17121.4,20.8,0.17804009914398194
1629,507,2,20978.4,15.1,0.20404608249664308
1630,507,3,30828.0,30.1,0.27506194114685056
1631,507,4,30194.1,12.9,0.27586212158203127
1632,508,1,16040.2,22.1,0.16493713855743408
1633,508,2,23057.9,24.8,0.22104978561401367
1634,508,3,29566.3,37.1,0.262359094619751
1635,508,4,28707.0,9.9,0.2728614330291748
1636,509,1,16623.1,24.1,0.17083847522735596
1637,509,2,23843.7,28.3,0.224950909614563
1638,509,3,28696.3,23.2,0.26175894737243655
1639,509,4,28454.4,19.7,0.2674602508544922
1640,510,1,16307.3,31.0,0.1590357780456543
1641,510,2,22763.4,36.0,0.2124478578567505
1642,510,3,29867.3,20.4,0.2727622985839844
1643,510,4,29161.7,17.8,0.2707609415054321
1644,511,1,17080.7,18.6,0.17293899059295653
1645,511,2,21452.2,23.4,0.19844467639923097
1646,511,3,29539.5,19.4,0.2676602602005005
1647,511,4,28706.5,9.4,0.2604586362838745
1648,512,1,14136.2,23.0,0.14843368530273438
1649,512,2,22456.4,19.2,0.2127478837966919
1650,512,3,26067.1,9.5,0.24235455989837645
1651,512,4,30379.3,11.6,0.2781626462936401
1652,513,1,14069.5,20.7,0.14773328304290773
1653,513,2,21695.8,16.2,0.20594654083251954
1654,513,3,27022.9,7.9,0.2522568225860596
1655,513,4,28403.2,7.5,0.26515970230102537
1656,514,1,17498.6,16.2,0.1789403200149536
1657,514,2,24541.7,28.7,0.22765123844146729
1658,514,3,23931.6,8.4,0.223276948928833
1659,514,4,29469.5,5.5,0.27256155014038086
1660,515,1,13085.6,22.4,0.13793108463287354
1661,515,2,23719.1,23.5,0.21014728546142578
1662,515,3,25958.3,18.9,0.23335256576538085
1663,515,4,29775.3,16.9,0.2738616704940796
1664,516,1,16908.4,30.4,0.17093851566314697
1665,516,2,22571.3,29.0,0.20474610328674317
1666,516,3,28106.4,22.9,0.2555574655532837
1667,516,4,27641.4,16.9,0.26161167621612547
1668,517,1,18721.9,29.1,0.18064067363739014
1669,517,2,23122.7,22.3,0.22119827270507814
1670,517,3,28010.3,27.8,0.25205674171447756
1671,517,4,28884.9,17.9,0.2628592014312744
1672,518,1,16139.6,16.1,0.16553726196289062
1673,518,2,25443.9,24.3,0.23655328750610352
1674,518,3,31472.4,33.0,0.2831637620925903
1675,518,4,28052.0,6.6,0.272961688041687
1676,519,1,15297.1,15.8,0.15803558826446534
1677,519,2,19742.9,23.5,0.19855315685272218
1678,519,3,25193.1,24.2,0.23355259895324706
1679,519,4,29969.7,20.5,0.27286419868469236
1680,520,1,16665.3,34.7,0.16843793392181397
1681,520,2,24615.2,37.4,0.2253507614135742
1682,520,3,25972.7,19.4,0.24845588207244873
1683,520,4,30939.7,31.4,0.2807632923126221
1684,521,1,16044.4,15.8,0.15854878425598146
1685,521,2,25269.0,31.7,0.24095427989959717
1686,521,3,28901.2,24.4,0.2595839023590088
1687,521,4,29578.9,11.7,0.26620399951934814
1688,522,1,16914.6,25.4,0.17934057712554932
1689,522,2,24239.4,39.8,0.2326524019241333
1690,522,3,26150.5,23.4,0.24345502853393555
1691,522,4,28686.8,13.7,0.267260217666626
1692,523,1,16448.4,12.2,0.16917850971221923
1693,523,2,24464.4,27.9,0.23055191040039064
1694,523,3,27917.9,26.4,0.25355713367462157
1695,523,4,29699.2,17.9,0.28097991943359374
1696,524,1,13460.6,10.3,0.13943133354187012
1697,524,2,22530.8,27.1,0.2162487745285034
1698,524,3,27583.1,21.6,0.25565757751464846
1699,524,4,26485.7,18.5,0.25506470203399656
1700,525,1,17558.9,38.6,0.18266148567199708
1701,525,2,24060.9,70.9,0.22965173721313475
1702,525,3,27286.0,97.7,0.23865370750427245
1703,525,4,30317.8,146.8,0.2752619743347168
1704,526,1,16670.3,22.7,0.16573734283447267
1705,526,2,23406.0,24.1,0.21714890003204346
1706,526,3,31561.9,19.3,0.2775892972946167
1707,526,4,27143.1,19.3,0.2513566017150879
